generation,rank_1,rank_2,swapAccepted
55503000,1,3,0
55504000,3,4,0
55505000,2,4,0
55506000,1,2,0
55507000,2,4,0
55508000,2,4,0
55509000,1,3,0
55510000,2,3,0
55511000,2,3,0
55512000,1,2,0
55513000,1,4,0
55514000,1,2,0
55515000,1,4,0
55516000,1,2,0
55517000,2,4,0
55518000,2,3,0
55519000,1,4,0
55520000,2,4,0
55521000,1,4,0
55522000,1,4,0
55523000,1,3,0
55524000,3,4,0
55525000,1,2,0
55526000,3,4,0
55527000,2,4,0
55528000,1,2,0
55529000,2,4,0
55530000,3,4,0
55531000,2,4,0
55532000,2,4,0
55533000,1,3,0
55534000,1,3,0
55535000,3,4,0
55536000,1,2,0
55537000,2,3,0
55538000,1,4,0
55539000,2,4,0
55540000,1,4,0
55541000,1,2,0
55542000,2,4,0
55543000,3,4,0
55544000,1,3,0
55545000,2,3,0
55546000,2,4,0
55547000,3,4,0
55548000,3,4,0
55549000,1,3,0
55550000,2,3,0
55551000,1,3,0
55552000,1,4,0
55553000,1,4,0
55554000,3,4,0
55555000,3,4,0
55556000,3,4,0
55557000,2,3,0
55558000,2,4,0
55559000,1,3,0
55560000,3,4,0
55561000,2,3,0
55562000,2,4,0
55563000,2,4,0
55564000,1,4,0
55565000,2,4,0
55566000,1,4,0
55567000,1,2,0
55568000,3,4,0
55569000,1,3,0
55570000,1,3,0
55571000,1,4,0
55572000,2,4,0
55573000,1,4,0
55574000,1,2,0
55575000,2,3,0
55576000,2,4,0
55577000,2,3,0
55578000,1,3,0
55579000,1,3,0
55580000,1,2,0
55581000,1,2,0
55582000,2,3,0
55583000,1,3,0
55584000,2,3,0
55585000,1,3,0
55586000,2,3,0
55587000,1,2,0
55588000,3,4,0
55589000,2,4,0
55590000,2,3,0
55591000,2,3,0
55592000,3,4,0
55593000,1,2,0
55594000,1,2,0
55595000,1,3,0
55596000,2,4,0
55597000,3,4,0
55598000,2,3,0
55599000,1,2,0
55600000,1,4,0
55601000,2,3,0
55602000,1,3,0
55603000,1,2,0
55604000,2,4,0
55605000,2,4,0
55606000,2,3,0
55607000,2,3,0
55608000,2,3,0
55609000,1,3,0
55610000,2,3,0
55611000,2,3,0
55612000,2,3,0
55613000,1,4,0
55614000,1,3,0
55615000,1,4,0
55616000,1,2,0
55617000,2,3,0
55618000,2,3,0
55619000,1,3,0
55620000,3,4,0
55621000,2,3,0
55622000,2,4,0
55623000,2,3,0
55624000,1,3,0
55625000,3,4,0
55626000,2,3,0
55627000,3,4,0
55628000,2,3,0
55629000,1,4,0
55630000,1,2,0
55631000,1,3,0
55632000,1,3,0
55633000,1,4,0
55634000,3,4,0
55635000,3,4,0
55636000,1,4,0
55637000,2,4,0
55638000,1,3,0
55639000,2,3,0
55640000,1,3,0
55641000,2,4,0
55642000,1,4,0
55643000,2,4,0
55644000,1,3,0
55645000,1,4,0
55646000,1,3,0
55647000,1,3,0
55648000,2,4,0
55649000,3,4,0
55650000,3,4,0
55651000,2,4,0
55652000,2,4,0
55653000,1,4,0
55654000,1,2,0
55655000,1,3,0
55656000,1,3,0
55657000,1,2,0
55658000,1,4,0
55659000,2,4,0
55660000,1,2,0
55661000,2,4,0
55662000,1,4,0
55663000,2,3,0
55664000,1,3,0
55665000,2,3,0
55666000,2,3,0
55667000,3,4,0
55668000,1,3,0
55669000,1,2,0
55670000,3,4,0
55671000,3,4,0
55672000,1,2,0
55673000,1,4,0
55674000,3,4,0
55675000,1,2,0
55676000,2,4,0
55677000,3,4,0
55678000,1,4,0
55679000,2,4,0
55680000,2,4,0
55681000,1,4,0
55682000,1,3,0
55683000,2,3,0
55684000,1,2,0
55685000,1,4,0
55686000,1,3,0
55687000,1,3,0
55688000,2,3,0
55689000,1,4,0
55690000,3,4,0
55691000,2,4,0
55692000,2,4,0
55693000,2,4,0
55694000,1,3,0
55695000,1,3,0
55696000,1,2,0
55697000,3,4,0
55698000,1,3,0
55699000,1,2,0
55700000,2,4,0
55701000,2,3,0
55702000,2,3,0
55703000,1,3,0
55704000,3,4,0
55705000,2,4,0
55706000,2,3,0
55707000,1,3,0
55708000,1,4,0
55709000,1,4,0
55710000,3,4,0
55711000,1,3,0
55712000,2,4,0
55713000,1,2,0
55714000,3,4,0
55715000,1,2,0
55716000,2,3,0
55717000,1,2,0
55718000,1,2,0
55719000,2,3,0
55720000,1,4,0
55721000,1,4,0
55722000,1,4,0
55723000,2,4,0
55724000,3,4,0
55725000,2,4,0
55726000,2,3,0
55727000,1,2,0
55728000,1,2,0
55729000,1,3,0
55730000,3,4,0
55731000,3,4,0
55732000,3,4,0
55733000,1,2,0
55734000,1,4,0
55735000,1,4,0
55736000,2,3,0
55737000,2,4,0
55738000,1,2,0
55739000,2,4,0
55740000,2,4,0
55741000,3,4,0
55742000,2,3,0
55743000,1,2,0
55744000,2,3,0
55745000,3,4,0
55746000,1,2,0
55747000,2,3,0
55748000,1,2,0
55749000,1,3,0
55750000,1,2,0
55751000,1,2,0
55752000,1,4,0
55753000,2,4,0
55754000,2,3,0
55755000,2,3,0
55756000,1,4,0
55757000,2,4,0
55758000,1,4,0
55759000,2,3,0
55760000,2,4,0
55761000,1,2,0
55762000,3,4,0
55763000,1,4,0
55764000,1,4,0
55765000,2,3,0
55766000,2,3,0
55767000,1,4,0
55768000,1,4,0
55769000,1,4,0
55770000,1,3,0
55771000,2,4,0
55772000,2,4,0
55773000,2,3,0
55774000,2,4,0
55775000,2,3,0
55776000,2,3,0
55777000,2,3,0
55778000,2,4,0
55779000,2,4,0
55780000,1,3,0
55781000,2,4,0
55782000,2,3,0
55783000,1,4,0
55784000,2,3,0
55785000,2,4,0
55786000,1,2,0
55787000,3,4,0
55788000,1,4,0
55789000,2,4,0
55790000,1,2,0
55791000,1,4,0
55792000,2,3,0
55793000,1,4,0
55794000,3,4,0
55795000,1,2,0
55796000,3,4,0
55797000,1,3,0
55798000,2,3,0
55799000,1,4,0
55800000,1,3,0
55801000,1,3,0
55802000,1,3,0
55803000,2,4,0
55804000,1,4,0
55805000,2,3,0
55806000,3,4,0
55807000,1,4,0
55808000,2,4,0
55809000,3,4,0
55810000,1,3,0
55811000,1,3,0
55812000,1,2,0
55813000,2,3,0
55814000,1,4,0
55815000,3,4,0
55816000,1,3,0
55817000,1,4,0
55818000,1,4,0
55819000,2,3,0
55820000,2,4,0
55821000,1,3,0
55822000,3,4,0
55823000,2,3,0
55824000,1,4,0
55825000,1,3,0
55826000,1,4,0
55827000,2,3,0
55828000,2,3,0
55829000,1,2,0
55830000,2,4,0
55831000,1,3,0
55832000,1,2,0
55833000,3,4,0
55834000,3,4,0
55835000,2,3,0
55836000,2,4,0
55837000,2,4,0
55838000,2,3,0
55839000,1,4,0
55840000,2,4,0
55841000,1,3,0
55842000,1,2,0
55843000,2,3,0
55844000,2,4,0
55845000,1,3,0
55846000,3,4,0
55847000,1,2,0
55848000,1,2,0
55849000,2,3,0
55850000,1,3,0
55851000,2,4,0
55852000,1,4,0
55853000,2,4,0
55854000,2,4,0
55855000,1,3,0
55856000,2,4,0
55857000,3,4,0
55858000,1,4,0
55859000,3,4,0
55860000,1,4,0
55861000,2,3,0
55862000,3,4,0
55863000,3,4,0
55864000,3,4,0
55865000,2,3,0
55866000,2,3,0
55867000,1,3,0
55868000,2,3,0
55869000,2,4,0
55870000,1,4,0
55871000,1,4,0
55872000,2,3,0
55873000,3,4,0
55874000,3,4,0
55875000,3,4,0
55876000,1,2,0
55877000,1,3,0
55878000,2,3,0
55879000,3,4,0
55880000,1,3,0
55881000,1,2,0
55882000,3,4,0
55883000,2,3,0
55884000,1,2,0
55885000,2,3,0
55886000,1,4,0
55887000,2,3,0
55888000,1,4,0
55889000,3,4,0
55890000,1,2,0
55891000,1,2,0
55892000,1,3,0
55893000,1,2,0
55894000,3,4,0
55895000,1,2,0
55896000,1,3,0
55897000,1,2,0
55898000,3,4,0
55899000,3,4,0
55900000,1,4,0
55901000,3,4,0
55902000,1,3,0
55903000,2,3,0
55904000,2,4,0
55905000,3,4,0
55906000,2,4,0
55907000,1,3,0
55908000,2,4,0
55909000,2,3,0
55910000,1,3,0
55911000,3,4,0
55912000,1,2,0
55913000,1,4,0
55914000,1,4,0
55915000,3,4,0
55916000,2,4,0
55917000,2,4,0
55918000,1,3,0
55919000,1,2,0
55920000,1,3,0
55921000,1,4,0
55922000,1,4,0
55923000,1,3,0
55924000,1,3,0
55925000,2,4,0
55926000,1,2,0
55927000,1,4,0
55928000,3,4,0
55929000,1,2,0
55930000,3,4,0
55931000,1,3,0
55932000,2,3,0
55933000,1,4,0
55934000,1,2,0
55935000,2,3,0
55936000,2,3,0
55937000,1,2,0
55938000,1,3,0
55939000,2,4,0
55940000,3,4,0
55941000,2,3,0
55942000,1,3,0
55943000,3,4,0
55944000,1,3,0
55945000,2,4,0
55946000,3,4,0
55947000,1,2,0
55948000,2,3,0
55949000,1,2,0
55950000,2,3,0
55951000,1,4,0
55952000,3,4,0
55953000,3,4,0
55954000,2,4,0
55955000,2,4,0
55956000,1,3,0
55957000,1,2,0
55958000,3,4,0
55959000,3,4,0
55960000,3,4,0
55961000,2,4,0
55962000,2,3,0
55963000,1,4,0
55964000,1,4,0
55965000,2,3,0
55966000,1,2,0
55967000,3,4,0
55968000,1,4,0
55969000,1,4,0
55970000,2,4,0
55971000,1,4,0
55972000,1,2,0
55973000,3,4,0
55974000,2,3,0
55975000,2,3,0
55976000,1,3,0
55977000,1,2,0
55978000,2,3,0
55979000,1,3,0
55980000,2,3,0
55981000,1,2,0
55982000,3,4,0
55983000,2,4,0
55984000,2,3,0
55985000,3,4,0
55986000,1,3,0
55987000,1,4,0
55988000,1,4,0
55989000,1,2,0
55990000,3,4,0
55991000,1,3,0
55992000,1,2,0
55993000,3,4,0
55994000,2,3,0
55995000,1,3,0
55996000,2,4,0
55997000,1,2,0
55998000,2,4,0
55999000,2,3,0
56000000,2,4,0
56001000,1,3,0
56002000,1,3,0
56003000,1,3,0
56004000,2,4,0
56005000,1,2,0
56006000,3,4,0
56007000,2,4,0
56008000,2,3,0
56009000,1,2,0
56010000,1,3,0
56011000,1,3,0
56012000,3,4,0
56013000,2,3,0
56014000,1,4,0
56015000,2,4,0
56016000,2,3,0
56017000,2,4,0
56018000,1,3,0
56019000,2,3,0
56020000,1,3,0
56021000,2,3,0
56022000,1,3,0
56023000,1,4,0
56024000,2,4,0
56025000,3,4,0
56026000,2,3,0
56027000,1,4,0
56028000,1,4,0
56029000,2,3,0
56030000,1,3,0
56031000,1,3,0
56032000,1,3,0
56033000,2,3,0
56034000,2,3,0
56035000,2,3,0
56036000,2,3,0
56037000,2,3,0
56038000,1,2,0
56039000,1,4,0
56040000,2,4,0
56041000,3,4,0
56042000,2,4,0
56043000,1,4,0
56044000,1,3,0
56045000,1,4,0
56046000,2,4,0
56047000,1,4,0
56048000,1,3,0
56049000,1,3,0
56050000,1,2,0
56051000,1,3,0
56052000,3,4,0
56053000,1,3,0
56054000,1,2,0
56055000,1,4,0
56056000,1,3,0
56057000,1,4,0
56058000,1,3,0
56059000,1,4,0
56060000,1,3,0
56061000,2,3,0
56062000,1,4,0
56063000,1,2,0
56064000,3,4,0
56065000,3,4,0
56066000,1,2,0
56067000,1,2,0
56068000,2,3,0
56069000,2,3,0
56070000,1,2,0
56071000,2,3,0
56072000,3,4,0
56073000,1,2,0
56074000,3,4,0
56075000,1,2,0
56076000,3,4,0
56077000,2,3,0
56078000,1,3,0
56079000,1,3,0
56080000,1,2,0
56081000,1,3,0
56082000,1,4,0
56083000,1,3,0
56084000,1,4,0
56085000,2,3,0
56086000,3,4,0
56087000,2,4,0
56088000,1,3,0
56089000,1,3,0
56090000,1,4,0
56091000,2,4,0
56092000,2,3,0
56093000,2,3,0
56094000,2,3,0
56095000,1,4,0
56096000,2,3,0
56097000,3,4,0
56098000,1,3,0
56099000,2,4,0
56100000,1,3,0
56101000,2,3,0
56102000,1,2,0
56103000,2,4,0
56104000,1,3,0
56105000,3,4,0
56106000,2,4,0
56107000,3,4,0
56108000,2,4,0
56109000,1,3,0
56110000,2,3,0
56111000,2,4,0
56112000,2,4,0
56113000,2,3,0
56114000,2,4,0
56115000,1,4,0
56116000,1,3,0
56117000,3,4,0
56118000,2,4,0
56119000,1,3,0
56120000,1,2,0
56121000,3,4,0
56122000,1,4,0
56123000,1,4,0
56124000,1,4,0
56125000,1,3,0
56126000,2,4,0
56127000,2,4,0
56128000,2,3,0
56129000,2,4,0
56130000,3,4,0
56131000,1,4,0
56132000,1,4,0
56133000,3,4,0
56134000,1,3,0
56135000,1,4,0
56136000,2,4,0
56137000,1,2,0
56138000,2,3,0
56139000,2,3,0
56140000,3,4,0
56141000,1,4,0
56142000,1,3,0
56143000,1,4,0
56144000,1,4,0
56145000,3,4,0
56146000,1,4,0
56147000,1,4,0
56148000,2,4,0
56149000,3,4,0
56150000,1,4,0
56151000,1,2,0
56152000,1,4,0
56153000,2,3,0
56154000,1,2,0
56155000,2,3,0
56156000,1,4,0
56157000,1,4,0
56158000,1,4,0
56159000,1,2,0
56160000,1,4,0
56161000,3,4,0
56162000,1,4,0
56163000,2,4,0
56164000,1,4,0
56165000,1,4,0
56166000,1,2,0
56167000,1,2,0
56168000,2,4,0
56169000,1,4,0
56170000,2,4,0
56171000,3,4,0
56172000,2,3,0
56173000,2,3,0
56174000,2,4,0
56175000,2,3,0
56176000,1,2,0
56177000,1,3,0
56178000,1,2,0
56179000,1,3,0
56180000,1,2,0
56181000,1,3,0
56182000,1,4,0
56183000,1,2,0
56184000,1,4,0
56185000,3,4,0
56186000,3,4,0
56187000,1,4,0
56188000,3,4,0
56189000,2,3,0
56190000,1,3,0
56191000,1,2,0
56192000,3,4,0
56193000,3,4,0
56194000,1,2,0
56195000,1,2,0
56196000,2,4,0
56197000,1,4,0
56198000,1,3,0
56199000,2,4,0
56200000,2,4,0
56201000,1,2,0
56202000,2,3,0
56203000,3,4,0
56204000,1,2,0
56205000,3,4,0
56206000,2,3,0
56207000,1,4,0
56208000,2,4,0
56209000,2,3,0
56210000,1,2,0
56211000,2,3,0
56212000,2,4,0
56213000,1,4,0
56214000,2,3,0
56215000,3,4,0
56216000,2,3,0
56217000,1,3,0
56218000,1,4,0
56219000,1,4,0
56220000,1,2,0
56221000,1,3,0
56222000,1,4,0
56223000,2,3,0
56224000,1,2,0
56225000,1,4,0
56226000,2,3,0
56227000,3,4,0
56228000,2,4,0
56229000,2,3,0
56230000,2,4,0
56231000,1,4,0
56232000,1,2,0
56233000,2,3,0
56234000,1,3,0
56235000,2,3,0
56236000,1,2,0
56237000,3,4,0
56238000,1,3,0
56239000,3,4,0
56240000,1,4,0
56241000,1,2,0
56242000,2,3,0
56243000,1,3,0
56244000,1,4,0
56245000,3,4,0
56246000,1,3,0
56247000,2,3,0
56248000,2,3,0
56249000,2,3,0
56250000,1,2,0
56251000,1,2,0
56252000,1,2,0
56253000,3,4,0
56254000,2,3,0
56255000,2,4,0
56256000,3,4,0
56257000,1,4,0
56258000,1,2,0
56259000,2,4,0
56260000,3,4,0
56261000,3,4,0
56262000,1,3,0
56263000,1,4,0
56264000,2,3,0
56265000,2,4,0
56266000,1,4,0
56267000,1,3,0
56268000,1,3,0
56269000,2,3,0
56270000,2,3,0
56271000,1,4,0
56272000,1,2,0
56273000,1,2,0
56274000,1,4,0
56275000,3,4,0
56276000,1,3,0
56277000,2,4,0
56278000,1,2,0
56279000,1,4,0
56280000,2,3,0
56281000,1,3,0
56282000,3,4,0
56283000,2,4,0
56284000,1,2,0
56285000,1,3,0
56286000,1,4,0
56287000,1,4,0
56288000,2,3,0
56289000,3,4,0
56290000,3,4,0
56291000,1,3,0
56292000,1,3,0
56293000,2,4,0
56294000,1,3,0
56295000,2,4,0
56296000,2,3,0
56297000,1,3,0
56298000,1,3,0
56299000,1,2,0
56300000,2,3,0
56301000,2,3,0
56302000,3,4,0
56303000,2,3,0
56304000,1,2,0
56305000,1,4,0
56306000,3,4,0
56307000,2,4,0
56308000,1,4,0
56309000,2,4,0
56310000,3,4,0
56311000,1,2,0
56312000,1,4,0
56313000,1,4,0
56314000,1,3,0
56315000,3,4,0
56316000,1,2,0
56317000,3,4,0
56318000,3,4,0
56319000,3,4,0
56320000,3,4,0
56321000,3,4,0
56322000,1,4,0
56323000,2,4,0
56324000,1,4,0
56325000,1,3,0
56326000,2,4,0
56327000,1,2,0
56328000,1,2,0
56329000,1,4,0
56330000,3,4,0
56331000,1,3,0
56332000,2,3,0
56333000,3,4,0
56334000,1,2,0
56335000,2,3,0
56336000,1,3,0
56337000,1,4,0
56338000,2,3,0
56339000,1,4,0
56340000,1,4,0
56341000,1,4,0
56342000,2,4,0
56343000,1,2,0
56344000,1,3,0
56345000,1,2,0
56346000,3,4,0
56347000,2,4,0
56348000,1,4,0
56349000,2,4,0
56350000,2,3,0
56351000,1,3,0
56352000,1,2,0
56353000,1,4,0
56354000,3,4,0
56355000,2,3,0
56356000,1,2,0
56357000,2,4,0
56358000,3,4,0
56359000,1,3,0
56360000,2,4,0
56361000,2,4,0
56362000,1,4,0
56363000,1,2,0
56364000,1,2,0
56365000,1,3,0
56366000,1,2,0
56367000,1,4,0
56368000,2,3,0
56369000,2,4,0
56370000,3,4,0
56371000,1,4,0
56372000,2,3,0
56373000,2,4,0
56374000,2,3,0
56375000,3,4,0
56376000,1,4,0
56377000,2,3,0
56378000,1,4,0
56379000,2,4,0
56380000,1,3,0
56381000,1,2,0
56382000,1,2,0
56383000,1,2,0
56384000,1,3,0
56385000,2,3,0
56386000,2,4,0
56387000,2,3,0
56388000,2,4,0
56389000,1,3,0
56390000,2,4,0
56391000,2,4,0
56392000,2,3,0
56393000,2,3,0
56394000,1,4,0
56395000,1,4,0
56396000,3,4,0
56397000,3,4,0
56398000,1,2,0
56399000,1,3,0
56400000,1,2,0
56401000,1,4,0
56402000,1,3,0
56403000,1,4,0
56404000,1,3,0
56405000,1,4,0
56406000,1,2,0
56407000,2,4,0
56408000,1,3,0
56409000,1,4,0
56410000,2,4,0
56411000,2,3,0
56412000,1,4,0
56413000,2,3,0
56414000,1,4,0
56415000,1,3,0
56416000,2,4,0
56417000,2,4,0
56418000,1,4,0
56419000,2,3,0
56420000,1,2,0
56421000,1,2,0
56422000,1,3,0
56423000,1,3,0
56424000,1,2,0
56425000,2,4,0
56426000,2,4,0
56427000,2,4,0
56428000,2,4,0
56429000,1,3,0
56430000,1,2,0
56431000,2,4,0
56432000,2,4,0
56433000,3,4,0
56434000,2,3,0
56435000,3,4,0
56436000,2,3,0
56437000,2,3,0
56438000,2,4,0
56439000,2,3,0
56440000,2,4,0
56441000,2,3,0
56442000,3,4,0
56443000,2,4,0
56444000,2,3,0
56445000,1,2,0
56446000,2,4,0
56447000,1,2,0
56448000,2,3,0
56449000,3,4,0
56450000,1,2,0
56451000,2,3,0
56452000,1,4,0
56453000,1,3,0
56454000,1,3,0
56455000,3,4,0
56456000,1,4,0
56457000,1,4,0
56458000,2,4,0
56459000,1,2,0
56460000,2,4,0
56461000,1,4,0
56462000,1,3,0
56463000,3,4,0
56464000,3,4,0
56465000,1,2,0
56466000,2,4,0
56467000,1,3,0
56468000,1,4,0
56469000,2,4,0
56470000,3,4,0
56471000,1,3,0
56472000,1,2,0
56473000,1,2,0
56474000,1,2,0
56475000,2,3,0
56476000,1,2,0
56477000,1,3,0
56478000,1,3,0
56479000,3,4,0
56480000,3,4,0
56481000,2,3,0
56482000,1,4,0
56483000,1,4,0
56484000,1,4,0
56485000,2,4,0
56486000,1,3,0
56487000,1,4,0
56488000,1,2,0
56489000,2,3,0
56490000,1,3,0
56491000,3,4,0
56492000,3,4,0
56493000,3,4,0
56494000,1,4,0
56495000,3,4,0
56496000,2,4,0
56497000,1,4,0
56498000,1,3,0
56499000,2,4,0
56500000,2,4,0
56501000,2,3,0
56502000,3,4,0
56503000,1,2,0
56504000,2,4,0
56505000,1,3,0
56506000,3,4,0
56507000,1,3,0
56508000,1,3,0
56509000,3,4,0
56510000,2,4,0
56511000,3,4,0
56512000,1,2,0
56513000,1,4,0
56514000,1,3,0
56515000,3,4,0
56516000,1,4,0
56517000,1,3,0
56518000,1,2,0
56519000,2,3,0
56520000,1,4,0
56521000,3,4,0
56522000,1,2,0
56523000,3,4,0
56524000,3,4,0
56525000,3,4,0
56526000,2,4,0
56527000,1,2,0
56528000,1,2,0
56529000,3,4,0
56530000,1,2,0
56531000,1,4,0
56532000,2,4,0
56533000,1,3,0
56534000,2,3,0
56535000,2,3,0
56536000,1,4,0
56537000,2,4,0
56538000,2,3,0
56539000,1,4,0
56540000,1,3,0
56541000,1,3,0
56542000,3,4,0
56543000,2,4,0
56544000,2,3,0
56545000,2,3,0
56546000,2,3,0
56547000,3,4,0
56548000,3,4,0
56549000,2,3,0
56550000,2,3,0
56551000,2,3,0
56552000,2,4,0
56553000,3,4,0
56554000,2,4,0
56555000,2,3,0
56556000,2,4,0
56557000,1,2,0
56558000,3,4,0
56559000,3,4,0
56560000,1,2,0
56561000,1,3,0
56562000,1,4,0
56563000,2,3,0
56564000,2,4,0
56565000,1,2,0
56566000,2,3,0
56567000,3,4,0
56568000,3,4,0
56569000,1,4,0
56570000,1,2,0
56571000,2,4,0
56572000,1,4,0
56573000,2,4,0
56574000,2,4,0
56575000,1,4,0
56576000,3,4,0
56577000,1,3,0
56578000,1,2,0
56579000,1,4,0
56580000,2,4,0
56581000,1,4,0
56582000,1,2,0
56583000,1,4,0
56584000,1,4,0
56585000,2,3,0
56586000,1,2,0
56587000,1,2,0
56588000,2,4,0
56589000,1,4,0
56590000,1,2,0
56591000,3,4,0
56592000,3,4,0
56593000,3,4,0
56594000,2,3,0
56595000,1,2,0
56596000,1,2,0
56597000,1,4,0
56598000,3,4,0
56599000,1,3,0
56600000,3,4,0
56601000,1,2,0
56602000,1,2,0
56603000,1,4,0
56604000,2,4,0
56605000,1,4,0
56606000,1,3,0
56607000,1,3,0
56608000,2,4,0
56609000,2,3,0
56610000,1,2,0
56611000,3,4,0
56612000,1,2,0
56613000,1,2,0
56614000,2,3,0
56615000,2,4,0
56616000,2,4,0
56617000,2,3,0
56618000,3,4,0
56619000,2,3,0
56620000,2,4,0
56621000,1,2,0
56622000,1,3,0
56623000,1,2,0
56624000,1,4,0
56625000,1,2,0
56626000,3,4,0
56627000,2,3,0
56628000,1,2,0
56629000,2,4,0
56630000,2,3,0
56631000,2,4,0
56632000,1,4,0
56633000,1,2,0
56634000,2,4,0
56635000,1,2,0
56636000,2,4,0
56637000,1,2,0
56638000,2,4,0
56639000,1,2,0
56640000,1,4,0
56641000,3,4,0
56642000,2,4,0
56643000,2,3,0
56644000,1,3,0
56645000,1,2,0
56646000,2,4,0
56647000,2,4,0
56648000,3,4,0
56649000,3,4,0
56650000,1,2,0
56651000,2,4,0
56652000,1,2,0
56653000,2,3,0
56654000,2,3,0
56655000,1,3,0
56656000,2,3,0
56657000,2,3,0
56658000,1,2,0
56659000,2,3,0
56660000,3,4,0
56661000,3,4,0
56662000,1,3,0
56663000,1,3,0
56664000,1,2,0
56665000,2,3,0
56666000,1,4,0
56667000,2,3,0
56668000,1,2,0
56669000,3,4,0
56670000,1,2,0
56671000,1,4,0
56672000,1,3,0
56673000,2,4,0
56674000,1,2,0
56675000,1,2,0
56676000,1,4,0
56677000,2,4,0
56678000,2,3,0
56679000,3,4,0
56680000,1,4,0
56681000,1,2,0
56682000,1,4,0
56683000,2,3,0
56684000,1,3,0
56685000,1,4,0
56686000,1,3,0
56687000,3,4,0
56688000,1,4,0
56689000,2,3,0
56690000,1,4,0
56691000,1,4,0
56692000,1,3,0
56693000,1,3,0
56694000,2,4,0
56695000,1,4,0
56696000,2,3,0
56697000,2,3,0
56698000,3,4,0
56699000,2,3,0
56700000,1,3,0
56701000,2,4,0
56702000,1,3,0
56703000,1,2,0
56704000,1,2,0
56705000,1,2,0
56706000,3,4,0
56707000,1,4,0
56708000,1,2,0
56709000,1,4,0
56710000,1,3,0
56711000,2,3,0
56712000,1,4,0
56713000,1,3,0
56714000,1,2,0
56715000,1,4,0
56716000,3,4,0
56717000,2,3,0
56718000,2,3,0
56719000,2,3,0
56720000,2,4,0
56721000,1,3,0
56722000,3,4,0
56723000,2,4,0
56724000,3,4,0
56725000,1,2,0
56726000,1,2,0
56727000,2,4,0
56728000,1,2,0
56729000,2,3,0
56730000,2,4,0
56731000,1,4,0
56732000,2,3,0
56733000,1,2,0
56734000,1,2,0
56735000,3,4,0
56736000,1,2,0
56737000,1,4,0
56738000,1,3,0
56739000,1,2,0
56740000,1,3,0
56741000,1,3,0
56742000,1,2,0
56743000,2,4,0
56744000,1,3,0
56745000,1,3,0
56746000,1,4,0
56747000,1,3,0
56748000,1,3,0
56749000,2,4,0
56750000,2,3,0
56751000,1,4,0
56752000,3,4,0
56753000,3,4,0
56754000,2,4,0
56755000,1,3,0
56756000,1,2,0
56757000,2,4,0
56758000,1,4,0
56759000,2,3,0
56760000,1,2,0
56761000,1,3,0
56762000,2,4,0
56763000,3,4,0
56764000,2,3,0
56765000,1,3,0
56766000,2,4,0
56767000,1,2,0
56768000,2,3,0
56769000,1,3,0
56770000,2,4,0
56771000,1,4,0
56772000,3,4,0
56773000,2,4,0
56774000,1,2,0
56775000,2,4,0
56776000,2,3,0
56777000,2,3,0
56778000,2,3,0
56779000,1,3,0
56780000,1,2,0
56781000,2,3,0
56782000,1,3,0
56783000,3,4,0
56784000,2,3,0
56785000,3,4,0
56786000,2,3,0
56787000,2,4,0
56788000,3,4,0
56789000,2,3,0
56790000,2,4,0
56791000,1,3,0
56792000,1,4,0
56793000,1,4,0
56794000,1,4,0
56795000,2,4,0
56796000,3,4,0
56797000,2,3,0
56798000,3,4,0
56799000,2,4,0
56800000,1,3,0
56801000,1,2,0
56802000,1,4,0
56803000,3,4,0
56804000,1,3,0
56805000,1,3,0
56806000,1,3,0
56807000,2,4,0
56808000,2,3,0
56809000,3,4,0
56810000,2,4,0
56811000,1,4,0
56812000,2,4,0
56813000,3,4,0
56814000,3,4,0
56815000,1,2,0
56816000,3,4,0
56817000,1,2,0
56818000,2,4,0
56819000,2,3,0
56820000,1,2,0
56821000,1,3,0
56822000,2,3,0
56823000,1,3,0
56824000,2,4,0
56825000,1,3,0
56826000,3,4,0
56827000,2,3,0
56828000,1,2,0
56829000,1,3,0
56830000,3,4,0
56831000,3,4,0
56832000,1,3,0
56833000,3,4,0
56834000,1,2,0
56835000,3,4,0
56836000,1,4,0
56837000,1,4,0
56838000,2,3,0
56839000,2,3,0
56840000,2,3,0
56841000,2,3,0
56842000,2,4,0
56843000,1,3,0
56844000,2,3,0
56845000,1,3,0
56846000,1,4,0
56847000,2,4,0
56848000,1,3,0
56849000,1,2,0
56850000,1,2,0
56851000,1,3,0
56852000,1,2,0
56853000,1,4,0
56854000,1,4,0
56855000,1,2,0
56856000,1,2,0
56857000,2,4,0
56858000,2,4,0
56859000,2,3,0
56860000,1,3,0
56861000,3,4,0
56862000,3,4,0
56863000,1,2,0
56864000,3,4,0
56865000,3,4,0
56866000,1,2,0
56867000,3,4,0
56868000,2,4,0
56869000,1,4,0
56870000,3,4,0
56871000,2,3,0
56872000,1,4,0
56873000,2,4,0
56874000,2,3,0
56875000,3,4,0
56876000,1,3,0
56877000,2,4,0
56878000,2,4,0
56879000,2,4,0
56880000,2,4,0
56881000,2,3,0
56882000,2,3,0
56883000,3,4,0
56884000,1,4,0
56885000,1,2,0
56886000,1,2,0
56887000,2,4,0
56888000,2,3,0
56889000,1,2,0
56890000,1,4,0
56891000,1,3,0
56892000,1,2,0
56893000,2,4,0
56894000,1,4,0
56895000,1,2,0
56896000,1,4,0
56897000,2,3,0
56898000,1,2,0
56899000,2,3,0
56900000,1,2,0
